PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,C3,RP,EM,RI,OI,FU,FP,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,DL,D2,EA,PG,WC,WE,SC,GA,PM,OA,HC,HP,DA,UT
J,"Postadzhiyan, A; Borizanova-Petkova, A; Tisheva, S; Petrov, I; Tzvetkov, I; Yotov, Y; Karamfilov, K; Ivanova, R; Katrandzhieva, Z; Petkova, R",,,,"Postadzhiyan, Arman; Borizanova-Petkova, Angelina; Tisheva, Snezhana; Petrov, Ivo; Tzvetkov, Ivaylo; Yotov, Yoto; Karamfilov, Kiril; Ivanova, Raia; Katrandzhieva, Zornitsa; Petkova, Reneta",,,,,,,,,,,,,,,,,"[Postadzhiyan, Arman] UMHAT Sveta Anna, Dept Gen Med, Sofia, Bulgaria; [Borizanova-Petkova, Angelina] UMHAT Tsaritsa Yoanna ISUL, Clin Cardiol, Sofia, Bulgaria; [Tisheva, Snezhana] Med Univ Pleven, Dept Cardiol Pulmonol & Endocrinol, Pleven, Bulgaria; [Petrov, Ivo] City Clin Heart & Vasc Inst, Cardiol Angiol & Electrophysiol Dept, Sofia, Bulgaria; [Tzvetkov, Ivaylo] UMHAT Sveta Anna, Dept Cardiol, Sofia, Bulgaria; [Yotov, Yoto] Med Univ Varna, Dept Cardiol, Varna, Bulgaria; [Karamfilov, Kiril; Ivanova, Raia] Med Univ Sofia, Dept Cardiol, Sofia, Bulgaria; [Katrandzhieva, Zornitsa] Sqilline, Healthcare Solut, Sofia, Bulgaria; [Petkova, Reneta] Amgen Bulgaria, Gen Med, Sofia, Bulgaria",Medical University Sofia; Medical University Sofia; Medical University Pleven; Medical University Sofia; Medical University Varna; Medical University Sofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001540179400040
J,"Siderova, M; Shopov, G; Kehayova, G; Dragomanova, S",,,,"Siderova, Mira; Shopov, Georgi; Kehayova, Gabriela; Dragomanova, Stela",,,,,,,,,,,,,,,,,"[Siderova, Mira; Shopov, Georgi] UMHAT St Marina, Clin Endocrinol, 1 Hristo Smirnenski Blvd, Varna 9000, Bulgaria; [Siderova, Mira; Shopov, Georgi] Med Univ Prof Paraskev Stoyanov, Fac Med, 55 Marin Drinov Str, Varna 9000, Bulgaria; [Kehayova, Gabriela; Dragomanova, Stela] Med Univ Prof Dr Paraskev Stoyanov, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, 84 A Tsar Osvoboditel Blvd, Varna 9000, Bulgaria",Medical University Varna; Medical University Varna; Medical University Varna,"Dragomanova, S (corresponding author), Med Univ Prof Dr Paraskev Stoyanov, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, 84 A Tsar Osvoboditel Blvd, Varna 9000, Bulgaria.",stela_dragomanova@abv.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001550945300001
J,"Small, E; Nikolova, S; Sesay, B",,,,"Small, Eusebius; Nikolova, Silviya; Sesay, Benjamin",,,,,,,,,,,,,,,,,"[Small, Eusebius; Sesay, Benjamin] Univ Texas Arlington, Sch Social Work, Arlington, TX 76019 USA; [Nikolova, Silviya] Med Univ Varna, Dept Social Med & Healthcare Org, 55 Marin Drinov Str, Varna 9002, Bulgaria",University of Texas System; University of Texas Arlington; Medical University Varna,"Nikolova, S (corresponding author), Med Univ Varna, Dept Social Med & Healthcare Org, 55 Marin Drinov Str, Varna 9002, Bulgaria.",esmall@uta.edu; silviya.p.nikolova@mu-varna.bg; bjs8015@mavs.uta.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001544503900001
J,"Stoeva-Grigorova, S; Ivanova, N; Sotirova, Y; Radeva-Ilieva, M; Hvarchanova, N; Georgiev, K",,,,"Stoeva-Grigorova, Stanila; Ivanova, Nadezhda; Sotirova, Yoana; Radeva-Ilieva, Maya; Hvarchanova, Nadezhda; Georgiev, Kaloyan",,,,,,,,,,,,,,,,,"[Stoeva-Grigorova, Stanila; Radeva-Ilieva, Maya; Hvarchanova, Nadezhda; Georgiev, Kaloyan] Med Univ Varna, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, 84 Tsar Osvoboditel Blvd, Varna 9000, Bulgaria; [Ivanova, Nadezhda; Sotirova, Yoana] Med Univ Varna, Fac Pharm, Dept Pharmaceut Technol, 84 Tsar Osvoboditel Blvd, Varna 9000, Bulgaria",Medical University Varna; Medical University Varna,"Stoeva-Grigorova, S (corresponding author), Med Univ Varna, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, 84 Tsar Osvoboditel Blvd, Varna 9000, Bulgaria.",stoeva.st@mu-varna.bg; nadejda.ivanova@mu-varna.bg; yoana.sotirova@mu-varna.bg; maya.radeva@mu-varna.bg; nadejda.hvarchanova@mu-varna.bg; kaloyan.georgiev@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001557507100001
J,"Panayotova, S; Atanasova, E",,,,"Panayotova, Svetlana; Atanasova, Elka",,,,,,,,,,,,,,,,,"[Panayotova, Svetlana; Atanasova, Elka] Med Univ Varna, Fac Publ Hlth, Dept Hlth Econ & Management, Varna, Bulgaria",Medical University Varna,"Panayotova, S (corresponding author), Med Univ Varna, Fac Publ Hlth, Dept Hlth Econ & Management, Varna, Bulgaria.",svetlana_panaiotova@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001541164800001
J,"Rohova, M; Mihaylov, NL; Dimova, A; Pancheva, R",,,,"Rohova, Maria; Mihaylov, Nikolay L.; Dimova, Antoniya; Pancheva, Rouzha",,,,,,,,,,,,,,,,,"[Rohova, Maria; Mihaylov, Nikolay L.; Dimova, Antoniya] Med Univ Varna, Fac Publ Hlth, Dept Healthcare Econ & Management, Varna 9002, Bulgaria; [Pancheva, Rouzha] Med Univ Varna, Fac Publ Hlth, Dept Hyg & Epidemiol, Varna 9002, Bulgaria",Medical University Varna; Medical University Varna,"Pancheva, R (corresponding author), Med Univ Varna, Fac Publ Hlth, Dept Hyg & Epidemiol, Varna 9002, Bulgaria.",mariarohova@abv.bg; n.mihailov@gmail.com; ant_dimova@abv.bg; rouzha.pancheva@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001560121200001
J,"Barbolov, M; Slavova, S; Nedeva, N; Ivanov, K; Kolev, N; Komosinska-Vassev, K; Ivanova, D; Vankova, D; Kiselova-Kaneva, Y",,,,"Barbolov, Momchil; Slavova, Svetla; Nedeva, Neda; Ivanov, Krasimir; Kolev, Nikola; Komosinska-Vassev, Katarzyna; Ivanova, Diana; Vankova, Deyana; Kiselova-Kaneva, Yoana",,,,,,,,,,,,,,,,,"[Barbolov, Momchil; Nedeva, Neda; Ivanova, Diana; Vankova, Deyana; Kiselova-Kaneva, Yoana] Med Univ Prof Dr Paraskev Stoyanov, Fac Pharm, Dept Biochem Mol Med & Nutrigen, Varna 9000, Bulgaria; [Slavova, Svetla] Med Univ Prof Dr Paraskev Stoyanov, Fac Pharm, Dept Biol, Varna 9000, Bulgaria; [Ivanov, Krasimir; Kolev, Nikola] Med Univ Prof Dr Paraskev Stoyanov, Fac Med, Dept Gen & Operat Surg, Varna 9002, Bulgaria; [Komosinska-Vassev, Katarzyna] Med Univ Silesia, Fac Pharmaceut Sci Sosnowiec, Dept Clin Chem & Lab Diagnost, PL-40055 Katowice, Poland",Medical University Varna; Medical University Varna; Medical University Varna; Medical University of Silesia,"Kiselova-Kaneva, Y (corresponding author), Med Univ Prof Dr Paraskev Stoyanov, Fac Pharm, Dept Biochem Mol Med & Nutrigen, Varna 9000, Bulgaria.",momchil.barbolov@mu-varna.bg; svetla.slavova@mu-varna.bg; neda.nedeva@mu-varna.bg; kdivanov@abv.bg; nikola.kolev@mu-varna.bg; kvassev@sum.edu.pl; divanova@mu-varna.bg; deyana.vankova@mu-varna.bg; yoana.kiselova@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001552663000001
J,"Bliznakova, K; Dukov, N; Bliznakov, Z; Petkova, V; Nastev, V; Eleftheriadis, V; Papadimitroulas, P; Okkalidis, N; Ivanova, E; Teneva, T; Todorov, G; Mettivier, G; Russo, P",,,,"Bliznakova, Kristina; Dukov, Nikolay; Bliznakov, Zhivko; Petkova, Viktoria; Nastev, Vencislav; Eleftheriadis, Vasilis; Papadimitroulas, Panagiotis; Okkalidis, Nikiforos; Ivanova, Elena; Teneva, Tsvetelina; Todorov, Georgi; Mettivier, Giovanni; Russo, Paolo",,,,,,,,,,,,,,,,,"[Bliznakova, Kristina; Dukov, Nikolay; Bliznakov, Zhivko] Med Univ Varna Prof Dr Paraskev Stoyanov, Dept Med Equipment Elect & Informat Technol, Varna, Bulgaria; [Bliznakova, Kristina; Dukov, Nikolay; Bliznakov, Zhivko; Petkova, Viktoria; Nastev, Vencislav] Med Univ Varna Prof Dr Paraskev Stoyanov, Res Inst, ELPIDA Res Grp, Varna, Bulgaria; [Eleftheriadis, Vasilis; Papadimitroulas, Panagiotis] BIOEMTECH, Athens, Greece; [Papadimitroulas, Panagiotis] Univ Thessaly, Sch Med, Med Informat Lab, Larisa, Greece; [Okkalidis, Nikiforos] Morphe, Thessaloniki, Greece; [Ivanova, Elena; Todorov, Georgi] St Marina Univ Hosp, Diagnost Imaging Clin, Varna, Bulgaria; [Ivanova, Elena] Med Univ Varna Prof Dr Paraskev Stoyanov, Med Coll, Varna, Bulgaria; [Teneva, Tsvetelina] Med Univ Varna Prof Dr Paraskev Stoyanov, Dept Clin Med Sci, Varna, Bulgaria; [Todorov, Georgi] Med Univ Varna Prof Dr Paraskev Stoyanov, Dept Imaging Diagnost, Intervent Radiol, Varna, Bulgaria; [Mettivier, Giovanni; Russo, Paolo] Univ Napoli Federico II, Dipartimento Fis Ettore Pancini, Naples, Italy; [Mettivier, Giovanni; Russo, Paolo] INFN, Sez Napoli, Naples, Italy",Medical University Varna; Medical University Varna; University of Thessaly; Medical University Varna; Medical University Varna; Medical University Varna; Medical University Varna; University of Naples Federico II; Istituto Nazionale di Fisica Nucleare (INFN),"Bliznakova, K (corresponding author), Med Univ Varna Prof Dr Paraskev Stoyanov, Varna, Bulgaria.",kristina.bliznakova@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001551967800001
J,"Hachmeriyan, M; Levkova, M; Yahya, D; Stoyanova, M; Dimitrova, E",,,,"Hachmeriyan, Mari; Levkova, Mariya; Yahya, Dinnar; Stoyanova, Milena; Dimitrova, Eleonora",,,,,,,,,,,,,,,,,"[Hachmeriyan, Mari; Levkova, Mariya; Yahya, Dinnar; Stoyanova, Milena] Med Univ Varna, Dept Med Genet, Varna, Bulgaria; [Hachmeriyan, Mari; Levkova, Mariya; Yahya, Dinnar; Stoyanova, Milena] Univ Hosp Sveta Marina, Lab Med Genet, Varna, Bulgaria; [Dimitrova, Eleonora] Med Univ Varna, Dept Oncol, Varna, Bulgaria",Medical University Varna; Medical University Varna; Medical University Varna,"Hachmeriyan, M (corresponding author), Med Univ Varna, Dept Med Genet, Varna, Bulgaria.; Hachmeriyan, M (corresponding author), Univ Hosp Sveta Marina, Lab Med Genet, Varna, Bulgaria.",genetikavarna@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001545716300001
J,"Zahmanova, G; Takova, K; Tonova, V; Minkov, I; Barbolov, M; Nedeva, N; Vankova, D; Ivanova, D; Kiselova-Kaneva, Y; Lukov, GL",,,,"Zahmanova, Gergana; Takova, Katerina; Tonova, Valeria; Minkov, Ivan; Barbolov, Momchil; Nedeva, Neda; Vankova, Deyana; Ivanova, Diana; Kiselova-Kaneva, Yoana; Lukov, Georgi L.",,,,,,,,,,,,,,,,,"[Zahmanova, Gergana; Takova, Katerina] Paisij Hilendarski Univ Plovdiv, Dept Mol Biol, Plovdiv 4000, Bulgaria; [Zahmanova, Gergana; Tonova, Valeria; Minkov, Ivan] Ctr Plant Syst Biol & Biotechnol, Plovdiv 4000, Bulgaria; [Minkov, Ivan] Inst Mol Biol & Biotechnol, Markovo 4108, Bulgaria; [Barbolov, Momchil; Nedeva, Neda; Vankova, Deyana; Ivanova, Diana; Kiselova-Kaneva, Yoana] Med Univ Varna, Dept Biochem Mol Med & Nutrigenom, Varna 9002, Bulgaria; [Lukov, Georgi L.] Brigham Young Univ Hawaii, Fac Sci, Laie, HI 96762 USA",Plovdiv University; Medical University Varna; Brigham Young University; Brigham Young University - Hawaii,"Zahmanova, G (corresponding author), Paisij Hilendarski Univ Plovdiv, Dept Mol Biol, Plovdiv 4000, Bulgaria.; Zahmanova, G (corresponding author), Ctr Plant Syst Biol & Biotechnol, Plovdiv 4000, Bulgaria.; Kiselova-Kaneva, Y (corresponding author), Med Univ Varna, Dept Biochem Mol Med & Nutrigenom, Varna 9002, Bulgaria.",gerganaz@uni-plovdiv.bg; yoana.kiselova@mu-varna.bg; georgi.lukov@byuh.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001554779600001
J,"Dragomanova, S; Tancheva, L; Abarova, S; Grigorova, VB; Gavazova, V; Stanciu, D; Tzonev, S; Prandjev, V; Kalfin, R",,,,"Dragomanova, Stela; Tancheva, Lyubka; Abarova, Silviya; Grigorova, Valya B.; Gavazova, Valentina; Stanciu, Dana; Tzonev, Svetlin; Prandjev, Vladimir; Kalfin, Reni",,,,,,,,,,,,,,,,,"[Dragomanova, Stela] Med Univ, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, Varna 9002, Bulgaria; [Tancheva, Lyubka; Grigorova, Valya B.; Kalfin, Reni] Bulgarian Acad Sci, Inst Neurobiol, 23 Academician Georgi Bonchev St, Sofia 1113, Bulgaria; [Abarova, Silviya] Med Univ Sofia, Fac Med, Dept Med Phys & Biophys, 15 Academician Ivan Evstratiev Geshov Blvd, Sofia 1431, Bulgaria; [Gavazova, Valentina] Mil Med Acad, Clin Endocrinol, 3 Sveti Georgi Sofiyski St, Sofia 1606, Bulgaria; [Stanciu, Dana] Iuliu Hatieganu Univ Med & Pharm, Fac Pharm, Dept Pharmaceut Bot, Cluj Napoca 400337, Romania; [Tzonev, Svetlin] Univ Prof Assen Zlatarov, Fac Med, 1 Prof Yakimov St, Burgas 8010, Bulgaria; [Prandjev, Vladimir] Mil Med Acad, Dept Neurosurg, 3 Sveti Georgi Sofiyski St, Pharm 1606, Bulgaria; [Kalfin, Reni] South West Univ, Fac Publ Hlth Healthcare & Sport, Dept Healthcare, 66 Ivan Mihailov St, Blagoevgrad 2700, Bulgaria",Medical University Varna; Bulgarian Academy of Sciences; Medical University Sofia; Military Medical Academy Sofia; Iuliu Hatieganu University of Medicine & Pharmacy; University of Burgas; South-West University - Bulgaria,"Dragomanova, S (corresponding author), Med Univ, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, Varna 9002, Bulgaria.; Kalfin, R (corresponding author), Bulgarian Acad Sci, Inst Neurobiol, 23 Academician Georgi Bonchev St, Sofia 1113, Bulgaria.; Kalfin, R (corresponding author), South West Univ, Fac Publ Hlth Healthcare & Sport, Dept Healthcare, 66 Ivan Mihailov St, Blagoevgrad 2700, Bulgaria.",stela_dragomanova@abv.bg; lyubkatancheva@gmail.com; silviya.m.abarova@gmail.com; vbgrigorova@abv.bg; dr.vgavazova@gmail.com; dana.stanciu@elearn.umfcluj.ro; svetmed@gmail.com; prandjev@hotmail.com; reni_kalfin@abv.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001539645000001
J,"Pancheva, R; Dyankova, Y; Rasheva, N; Koleva, K; Iotova, V; Dzhogova, M; Fiore, M; Georgieva, M",,,,"Pancheva, Ruzha; Dyankova, Yoana; Rasheva, Niya; Koleva, Krassimira; Iotova, Violeta; Dzhogova, Mariya; Fiore, Marco; Georgieva, Miglena",,,,,,,,,,,,,,,,,"[Pancheva, Ruzha; Dzhogova, Mariya] Prof Dr Paraskev Stoyanov Med Univ, Fac Publ Hlth, Dept Hyg & Epidemiol, Varna 9000, Bulgaria; [Dyankova, Yoana; Rasheva, Niya; Koleva, Krassimira; Iotova, Violeta; Georgieva, Miglena] Prof Dr Paraskev Stoyanov Med Univ, Fac Med, Dept Pediat, Varna 9000, Bulgaria; [Fiore, Marco] Sapienza Univ Rome, Inst Biochem & Cell Biol IBBC CNR, Dept Sensory Organs, I-00185 Rome, Italy",Medical University Varna; Medical University Varna; Consiglio Nazionale delle Ricerche (CNR); Istituto di Biochimica e Biologia Cellulare (IBBC-CNR); Sapienza University Rome,"Pancheva, R (corresponding author), Prof Dr Paraskev Stoyanov Med Univ, Fac Publ Hlth, Dept Hyg & Epidemiol, Varna 9000, Bulgaria.",rouzha.pancheva@gmail.com; y.dyankova@abv.bg; niq_rasheva78@abv.bg; krasi0617@gmail.com; violeta.iotova@mu-varna.bg; mariadzhogova@gmail.com; marco.fiore@cnr.it; mgeorgieva7@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001535726800001
J,"Panayotova, G; Stoyanov, Z; Velikova, M",,,,"Panayotova, Gabriela; Stoyanov, Zlatislav; Velikova, Margarita",,,,,,,,,,,,,,,,,"[Panayotova, Gabriela; Stoyanov, Zlatislav; Velikova, Margarita] Med Univ, Dept Physiol & Pathophysiol, Varna, Bulgaria",Medical University Varna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001543991800099
J,"Panayotova, G; Stoyanov, Z; Velikova, M",,,,"Panayotova, Gabriela; Stoyanov, Zlatislav; Velikova, Margarita",,,,,,,,,,,,,,,,,"[Panayotova, Gabriela; Stoyanov, Zlatislav; Velikova, Margarita] Med Univ, Dept Physiol & Pathophysiol, Varna, Bulgaria",Medical University Varna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001543991800097
J,"Hitova-Topkarova, D; Payakova, V; Yordanov, A; Kostova-Lefterova, D; Ivanova, M; Iliev, I; Valkov, M; Mutkurov, N; Kostov, S; Encheva, E",,,,"Hitova-Topkarova, Desislava; Payakova, Virginia; Yordanov, Angel; Kostova-Lefterova, Desislava; Ivanova, Mirela; Iliev, Ilko; Valkov, Marin; Mutkurov, Nikolay; Kostov, Stoyan; Encheva, Elitsa",,,,,,,,,,,,,,,,,"[Hitova-Topkarova, Desislava; Payakova, Virginia; Ivanova, Mirela; Valkov, Marin] UMHAT Dr Georgi Stranski, Dept Radiotherapy, 8A Georgi Kochev Blvd, Pleven 5809, Bulgaria; [Hitova-Topkarova, Desislava; Payakova, Virginia; Yordanov, Angel; Kostova-Lefterova, Desislava; Iliev, Ilko; Valkov, Marin] Med Univ Pleven, Sci & Innovat Program Med Hlth, 1 St Kliment Ohridski St, Pleven 5800, Bulgaria; [Yordanov, Angel; Iliev, Ilko] UMHAT Dr Georgi Stranski, Dept Gynecol Oncol, 8A Georgi Kochev Blvd, Pleven 5809, Bulgaria; [Kostova-Lefterova, Desislava] Natl Cardiol Hosp, 65 Konyovitsa St, Sofia 1309, Bulgaria; [Mutkurov, Nikolay] Complex Oncol Ctr, 86 Demokratsia Blvd, Burgas 8000, Bulgaria; [Kostov, Stoyan] Med Univ Varna Prof Dr Paraskev Stoyanov, Dept Gynecol, Varna 9002, Bulgaria; [Encheva, Elitsa] UMHAT St Marina, Dept Radiotherapy, 1 Hristo Smirnenski Blvd, Varna 9010, Bulgaria; [Encheva, Elitsa] Med Univ Varna, Dept Imaging Diagnost Intervent Radiol & Radiother, Varna 9000, Bulgaria",Medical University Pleven; Medical University Pleven; Medical University Pleven; Medical University Sofia; Medical University Varna; Medical University Varna; Medical University Varna,"Hitova-Topkarova, D (corresponding author), UMHAT Dr Georgi Stranski, Dept Radiotherapy, 8A Georgi Kochev Blvd, Pleven 5809, Bulgaria.; Hitova-Topkarova, D (corresponding author), Med Univ Pleven, Sci & Innovat Program Med Hlth, 1 St Kliment Ohridski St, Pleven 5800, Bulgaria.",drhitova@gmail.com; vpayakova@gmail.com; angel.jordanov@gmail.com; dr.ivanova.mirela@gmail.com; ilkoiliev_92@abv.bg; marin.valkov@abv.bg; n_mut@abv.bg; drstoqn.kostov@gmail.com; dr.encheva@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001539670700001
J,"Vork, A; Pazitny, P; Waitzberg, R; Allin, S; Behmane, D; Bouckaert, N; Bricard, D; Bryndova, L; Dimova, A; Cascini, F; Gaal, P; Habimana, K; Kantaris, M; Kocot, E; Kroneman, M; Murauskiene, L; Or, Z; de Pietro, C; Saunes, IS; Thomas, S; Vrangbaek, K; Rice, T",,,,"Vork, Andres; Pazitny, Peter; Waitzberg, Ruth; Allin, Sara; Behmane, Daiga; Bouckaert, Nicolas; Bricard, Damien; Bryndova, Lucie; Dimova, Antoniya; Cascini, Fidelia; Gaal, Peter; Habimana, Katharina; Kantaris, Marios; Kocot, Ewa; Kroneman, Madelon; Murauskiene, Liubove; Or, Zeynep; de Pietro, Carlo; Saunes, Ingrid S.; Thomas, Steve; Vrangbaek, Karsten; Rice, Thomas",,,,,,,,,,,,,,,,,"[Vork, Andres] Univ Tartu, Sch Econ & Business Adm, Narva Rd 18-4020, EE-51009 Tartu, Estonia; [Pazitny, Peter] Prague Univ Econ & Business, Jarosovska 1117-2, Jindrichuv Hradec 37701, Czech Republic; [Waitzberg, Ruth] Tech Univ Berlin, Fac Econ & Management, Dept Hlth Care Management, Berlin, Germany; [Waitzberg, Ruth] Myers JDC Brookdale Inst, Jerusalem, Israel; [Allin, Sara] Univ Toronto, Inst Hlth Policy Management & Evaluat, 155 Coll St, Toronto, ON M5T 3M6, Canada; [Behmane, Daiga] Riga Stradins Univ, Inst Publ Hlth, 9 Kronvalda Blvd, LV-1010 Riga, Latvia; [Bouckaert, Nicolas] Belgian Hlth Care Knowledge Ctr KCE, Kruidtuinlaan 55, B-1000 Brussels, Belgium; [Bricard, Damien] Univ Montpellier, Fac Econ, Ave Raymond Dugrand, F-34960 Montpellier, France; [Bricard, Damien; Or, Zeynep] Inst Res & Informat Hlth Econ IRDES, 21-23 Rue Ardennes, F-75019 Paris, France; [Bryndova, Lucie] Charles Univ Prague, Fac Social Sci, U Krize 8, Prague 5, Czech Republic; [Dimova, Antoniya] Med Univ Varna, 55 Marin Drinov Str, Varna 9002, Bulgaria; [Cascini, Fidelia] Univ Cattolica Sacro Cuore, Dept Life Sci & Publ Hlth, Rome, Italy; [Gaal, Peter] Semmelweis Univ, Fac Hlth & Publ Adm, Hlth Serv Management Training Ctr, POB 2, H-1428 Budapest, Hungary; [Gaal, Peter] Sapientia Hungarian Univ Transylvania, Fac Tech & Human Sci, Dept Appl Social Sci, Op 9,Cp 4, Targu Mures 540485, Romania; [Habimana, Katharina] Austrian Natl Hlth Inst, Int Consultant & Hlth Expert, Vienna, Austria; [Kantaris, Marios] Hlth Serv & Social Policy Res Ctr, Larnax, Cyprus; [Kocot, Ewa] Jagiellonian Univ Med Coll, Inst Publ Hlth, Fac Hlth Sci, Hlth Econ & Social Secur Dept, Skawinska 8, PL-31066 Krakow, Poland; [Kroneman, Madelon] Nivel Netherlands Inst Hlth Serv Res, Otterstraat 118, NL-3513 CR Utrecht, Netherlands; [Murauskiene, Liubove] Vilnius Univ, Inst Hlth Sci, Fac Med, Dept Publ Hlth, M K Ciurlionio 21, Vilnius 03101, Lithuania; [de Pietro, Carlo] Univ Appl Sci & Arts Southern Switzerland, Dept Business Econ Hlth & Social Care, Via Violino 11, CH-6928 Manno, Switzerland; [Saunes, Ingrid S.] Norwegian Directorate Hlth, POB 220 Skoyen, N-0213 Oslo, Norway; [Thomas, Steve] Trinity Coll Dublin, Ctr Hlth Policy & Management, Sch Med, Hlth Policy & Management, 3-4 Foster Pl, Dublin, Ireland; [Vrangbaek, Karsten] Univ Copenhagen, Hlth Serv Res, CSS, Oster Farimagsgade 5, DK-1353 Copenhagen, Denmark; [Rice, Thomas] UCLA, Fielding Sch Publ Hlth, Dept Hlth Policy & Management, 650 Charles Young Dr, Los Angeles, CA 90024 USA",University of Tartu; Technical University of Berlin; University of Toronto; Riga Stradins University; Universite de Montpellier; Charles University Prague; Medical University Varna; Catholic University of the Sacred Heart; IRCCS Policlinico Gemelli; Semmelweis University; Sapientia Hungarian University of Transylvania; Jagiellonian University; Collegium Medicum Jagiellonian University; Netherlands Institute for Health Services Research; Vilnius University; Trinity College Dublin; University of Copenhagen; University of California System; University of California Los Angeles,"Rice, T (corresponding author), UCLA, Fielding Sch Publ Hlth, Dept Hlth Policy & Management, 650 Charles Young Dr, Los Angeles, CA 90024 USA.",andres.vork@ut.ee; peter.pazitny@vse.cz; ruthw@jdc.org; sara.allin@utoronto.ca; Daiga.Behmane@rsu.lv; nicolas.bouckaert@kce.fgov.be; damien.bricard@umontpellier.fr; Lucie.bryndova@fsv.cuni.cz; ant_dimova@abv.bg; fidelia.cascini1@unicatt.it; gaal.peter@emk.semmelweis.hu; habimanakatharina@gmail.com; marioskantaris@healthresearch.cy; ewa.kocot@uj.edu.pl; m.kroneman@nivel.nl; liubove.murauskiene@mf.vu.lt; or@irdes.fr; Carlo.DePietro@supsi.ch; ingridsperre.saunes@helsedir.no; Steve.thomas@tcd.ie; Kavr@sund.ku.dk; trice@ucla.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001533882300001
